city,state,name,longitude,latitude,url,description,length
Lynd,Minnesota,Camden State Park,-95.926094,44.366815,http://www.tripleblaze.com/trail.php?c=3&i=4511,"Camden State Park is a great fishing, hiking, walking, picnicking and relaxing park. The beautiful woodlands, the Dakota Valley and Brawner Lake provide scenic views of the large park. Cross-country skiing is also popular during the snow season. 13  miles of trails are available for hiking and walking when it's warm and cross-county skiing and snowmobiling when it's cold. The trails are beginner level.",13.00
Redmond,Oregon,Smith Rock State Park,-121.138334,44.367933,http://www.tripleblaze.com/trail.php?c=3&i=5200,Excellent trails.,5.00
Plattsburgh,Michigan,AuSable River State Canoe Camp,-73.629724,44.370545,http://www.tripleblaze.com/trail.php?c=3&i=4338,"Mason Tract (13 miles SE): 11.5 miles of slightly hilly terrain. Hike, cross-country ski. Closed to bicycling due to erosion and safety concerns.",12.00
Deadwood,South Dakota,George S. Mickelson Trail,-103.727261,44.371773,http://www.tripleblaze.com/trail.php?c=3&i=352,"The George S. Mickelson Trail features 110 miles of hiking trails near Deadwood, SD.",110.00
Sturgis,South Dakota,Bear Butte State Park,-103.478735,44.375736,http://www.tripleblaze.com/trail.php?c=3&i=5482,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Alsea,Oregon,Missouri Bend Recreation Site,-123.597033,44.381889,http://www.tripleblaze.com/trail.php?c=3&i=8330,"Day-use picnic area nestled between Hwy 34 and the Alsea River approximately 10 miles west of the town of Alsea. Missouri Bend contains picnic sites, vault toilet, small trail, kiosk, river access and a winter pole slide boat launch. No camping is allowed.",0.00
Waterbury,Vermont,Little River State Park,-72.767281,44.389835,http://www.tripleblaze.com/trail.php?c=3&i=5631,"Little River State Park is one of the most popular parks in central Vermont. Waterbury Reservoir is particularly favored for boating with a portion of the reservoir devoted to quieter uses. Angling for bass and trout is as popular here as water-skiing.&lt;br /&gt;<br />Enjoy swimming beaches, play areas, boat rentals and a launch, and miles of hiking and mountain bike trails in the adjacent Mt. Mansfield State Forest. Self-guided history and nature trails are located close to the camping area.&lt;br /&gt;<br />The Little River History Hike, which is especially popular, is a journey through time. The miles of stone walls, cemeteries, cellar holes and orchards give evidence of life one hundred years ago.",0.00
Waterbury,Vermont,Hunger Mountain: Waterbury Trail,-72.670741,44.394941,http://www.tripleblaze.com/trail.php?c=3&i=1190,"Hunger Mountain is nice to hike because of the lack of development. Hunger has views of the Green Mountains to the west and Groton State Forest and the White Mountains of New Hampshire to the east. A possible side trail leads south to White Rock Mountain, while the Skyline Trail heads north to Worcester Mountain.",4.00
Cascadia,Oregon,Cascadia State Park,-122.478031,44.397133,http://www.tripleblaze.com/trail.php?c=3&i=5298,A pair of hiking trails give you a chance to explore the area. A three-quarter mile trail leads to the spectacular Soda Creek Falls. A newer trail ushers you through historic Douglas-fir trees along the South Santiam River (a good place to fish and swim).,4.00
Lupton,Michigan,Rifle River Recreation Area,-84.024892,44.397508,http://www.tripleblaze.com/trail.php?c=3&i=1879,"Rifle River Recreation Area features 14 miles of hiking trails near Rose City, MI.",14.00
Shelburne,New Hampshire,Appalachian Trail 150: US 2 to ME/NH Line,-71.109375,44.400867,http://www.tripleblaze.com/trail.php?c=3&i=2564,"The 150th section of the Appalachian Trail, the last section in the state of New Hampshire, runs 16.5 miles from US Hwy 2 to the Maine/New Hampshire state line. Along the way it passes Shelburne Dam, Mount Hayes, Cascade Mountain, Bald Cap, the Gentian Pond shelter, and Mount Success.&lt;br /&gt;<br />&lt;br /&gt;<br />Note: if you are north bound, pick up the Appalachian Trail section descriptions in Maine (or just click here).",17.00
Liberty,Maine,Lake St. George State Park,-69.349459,44.404636,http://www.tripleblaze.com/trail.php?c=3&i=4137,"Lake St. George State Park is home to the 1,017-acre Lake George. Numerous birds find their home here making it a great birdwatching area. Fishing for salmon and brook trout are very popular here and the park offers rentable canoes and boats. There is a lovely campground with scenic views of the crystal water and a few picnic areas and grills. The park also offers a playground area for children and a volleyball court and basketball court for the sports enthusiast. <br /><br />Three to five miles of scenic hiking trails are within walking distance from the campground.",5.00
Sisters,Oregon,Black Butte,-121.667697,44.404682,http://www.tripleblaze.com/trail.php?c=3&i=8046,"This trail is a strenuous 1,600 ft. ascent up a volcano in the Deschutes National Forest. It's shaded at first, but then the trees thin out at the top. Plan to hike upward the entire time. There's pretty much no level spots until you get to the top. From the top, you'll have views of all the surrounding volcanoes and the town of Sisters.",4.00
Gaylord,Michigan,Ambrose Lake State Forest Campground,-84.252146,44.407052,http://www.tripleblaze.com/trail.php?c=3&i=4335,Great trails.,9.00
Idaho Falls,Idaho,Continental Divide Trail: Idaho,-111.049376,44.408362,http://www.tripleblaze.com/trail.php?c=3&i=3202,"The Continental Divide Trail is 3,100 miles long, stretching from Mexico to Canada and roughly following the continental divide. It is a part of the Triple Crown of long distance hiking trails in the US, along with the Pacific Crest Trail and Appalachian Trail. It is still under construction, so sections of it are constantly changing. The information posted here on Tripleblaze is the most up-to-date available, but these trail descriptions and GPS locations may become obsolete at some point in the future. If you notice any obsolete information, always feel free to post a review with the new info!<br /><br />Whenever possible, the Google Maps location given for each section of trail will be for the most southern point. All sections are numbered in a south-to-north fashion.<br /><br />This section of the cdt runs for approximately 327 miles along the Idaho/Montana border from its departure from Wyoming. The trail switches from state to state regularly over these 300  miles before eventually committing to traveling North through Montana.<br /><br />To follow the trail to the south, click on over to the &lt;a href=&quot;http://www.tripleblaze.com/3/3203/Wyoming/Continental-Divide-Trail--Wyoming.html&quot;&gt;Wyoming section&lt;/a&gt;. To follow the trail to the North, click on over to the &lt;a href=&quot;http://www.tripleblaze.com/3/3204/Montana/Continental-Divide-Trail--Montana.html&quot;&gt;Montana section&lt;/a&gt;.",327.00
Yellowstone National Park,Idaho,CDT ID01: Wyoming Border to Targhee Pass and US Hwy 20,-111.04916,44.4084,http://www.tripleblaze.com/trail.php?c=3&i=5179,"The first section of the CDT in Idaho runs for 22.4 miles from the Idaho/Wyoming border to Targhee Pass and US Hwy 20 on the Idaho/Montana border. Along the way, the CDT passes out of Yellowstone National Park, crosses the Montana/Idaho border several times, and passes Mount Two Top.&lt;br /&gt;<br />&lt;br /&gt;<br />Recommended parking spot: lat=44.6749860683, lon=-111.274850328",22.00
Bar Harbor,Maine,Acadia National Park,-68.247729,44.409137,http://www.tripleblaze.com/trail.php?c=3&i=2952,"Acadia is a hiker's paradise. Within the park, 125 miles of trails offer choices for all abilities and interests. From flat rambles across meadows to challenging climbs up iron rungs, you can find it here. Terrain varies from rugged shoreline and deep woods to open mountain summits with views of the ocean and outer islands. For those who prefer more level footing, 45 miles of carriage roads are excellent for walking.&lt;br /&gt;<br />Source: National Park Service",125.00
Sweet Home,Oregon,Foster Lake,-122.63644,44.41125,http://www.tripleblaze.com/trail.php?c=3&i=7249,Excellent trails throughout area.,0.00
Williston,Vermont,Mud Pond Loop,-73.07249,44.41197,http://www.tripleblaze.com/trail.php?c=3&i=1104,"Mud Pond Loop features 4 miles of beautiful trails winding through a thick forest canopy. Enjoy the peaceful atmosphere and get out and stretch your legs on this beautiful trails.&lt;br /&gt;<br />This is mainly used as a mountain bike trails, so beware of mountain bike traffic.",4.00
Sturgis,South Dakota,Centennial Trail,-103.49316,44.41642,http://www.tripleblaze.com/trail.php?c=3&i=7836,"Centennial Trail is a 111 mile hiking trail in Sturgis, South Dakota.",111.00
Roscommon,Michigan,South Higgins Lake State Park,-84.679233,44.424897,http://www.tripleblaze.com/trail.php?c=3&i=4505,"There is a self-guided nature trail in South Higgins, as well as five miles of hiking trails surrounding Marl Lake that offer naturalists a good opportunity to explore the local area and observe wildlife. Please keep in mind that portions of the Marl Lake trail system pass through areas open to hunting. It is recommended that hikers wear highly visible clothing during the hunting seasons.",11.00
Stevens Point,Wisconsin,Standing Rocks,-89.40137,44.43103,http://www.tripleblaze.com/trail.php?c=3&i=7941,"Standing Rocks is a 13 mile hiking trail in Stevens Point, Wisconsin.",13.00
Springdale Township,Michigan,Healy Lake State Forest Campground,-86.001472,44.436669,http://www.tripleblaze.com/trail.php?c=3&i=4440,Betsie River (5 miles NE): 10 miles of rolling to hilly terrain. Hike and mountain bike.,10.00
Ft. Pierre,South Dakota,Oahe Downstream Recreation Area,-100.388823,44.43744,http://www.tripleblaze.com/trail.php?c=3&i=5478,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Stowe,Vermont,Stowe Pinnacle,-72.667404,44.438679,http://www.tripleblaze.com/trail.php?c=3&i=1481,"The Stowe Pinnacle Trail is relatively short but steep, with a bald open summit from which you can see the Green Mountains to the west, and the Worcester Range. You'll see Hogback Mt. to the southeast, which you can get to via the Hogback Trail.",3.00
Searsport,Maine,Moose Point State Park,-68.951364,44.439789,http://www.tripleblaze.com/trail.php?c=3&i=4141,"Picnicking after a long day of work is a common activity at the Moose Point State Park. The park is located on a scenic coastal route that offers beautiful views of the Penobscot Bay. Hiking and hunting are also common here. The park has three common hiking trails: the Big Spruce Trail, the Moose Trail and the Meadow Trail that equal about 1.2 miles when combined as a loop.",1.00
South Burlington,Vermont,Red Rocks,-73.2195,44.44576,http://www.tripleblaze.com/trail.php?c=3&i=1288,This 100-acre community park and natural area is the perfect place to get outdoors. There are 2.5 miles of beautiful forested hiking trails with views across the scenic Lake Champlain.,3.00
Lancaster,New Hampshire,Weeks State Park,-71.57219,44.447311,http://www.tripleblaze.com/trail.php?c=3&i=4770,"In summer, excellent hiking.",10.00
De Pere,Wisconsin,Lost Dauphin State Park,-88.060381,44.448881,http://www.tripleblaze.com/trail.php?c=3&i=5791,Lost Dauphin State Park is a small 19-acre gem along the Fox River in Brown County. The park is managed locally and offers rolling hiking trails and picnicking opportunities.,0.00
Bruce,South Dakota,Oakwood Lakes State Park,-96.986546,44.449199,http://www.tripleblaze.com/trail.php?c=3&i=5465,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Appleton,Wisconsin,Newton Blackmour State Trail,-88.525326,44.45325,http://www.tripleblaze.com/trail.php?c=3&i=5790,"The trail is open between Black Creek and Seymour for nine miles. The level grade and smooth surface make this trail suitable for bicyclists, walkers and joggers. The 14 miles from New London to Black Creek is closed to all use until the trail is developed on this segment.",9.00
Fairfax,Minnesota,Fort Ridgely State Park,-94.735513,44.45456,http://www.tripleblaze.com/trail.php?c=3&i=4592,The trails will take you through a wide variety of terrain from easy to challenging. Trails wind through mostly wooded areas and open prairie areas. These varied landscapes produce a wide variety of plant communities that offer hikers many different things to see throughout the year.,8.00
